name,slug,optionValue,variantSku,description,variantPrice,variantTaxCategory,variantStockOnHand,variantTrackInventory,assets,channelCode,category,subcategory,brand
Monin Grenadine Syrup,monin-grenadine-syrup,700ml,MON989,"<p><br>Monin Grenadine Syrup's deep red color of classic standard is what makes the Shirley Temple and Tequila Sunrise legendary. MONIN Grenadine syrup is versatile in cocktails and mocktails, as well as sodas and smoothies.<br></p><ul><li>Brings sweet, red berry deliciousness to cocktails, mocktails, sodas and lemonades.<span class=""redactor-invisible-space""></span></li><li><span class=""redactor-invisible-space"">Brilliant red with orange glints<span class=""redactor-invisible-space""> in color.<br></span></span></li><li><span class=""redactor-invisible-space""><span class=""redactor-invisible-space"">Taste like roundness of vanilla and the tartness of red berries.<span class=""redactor-invisible-space""><br></span></span></span></li></ul>",750,GST5,0,TRUE,monin-grenadine-syrup-700ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Hazelnut Syrup,monin-hazelnut-syrup,1000ml,MON990,"<p> Monin Hazel nut Syrup is rich, delicate and ideal in a wide range of applications from coffee to frappes, cocktails and much more. Monin Hazel nut Syrup is a highly concentrated, authentic flavoring offering exceptional versatility for creating specialty beverages. </p><ul><li>This is a Vegetarian product.</li><li><span class=""a-list-item"">Nutty hazelnut aroma, raw hazelnut flavor with rich caramelized notes.</span></li><li><span class=""a-list-item"">used in lattes and mochas, flavored coffee, steamers, cocoa, cream sodas, smoothies, shakes, cocktails.</span></li><li><span class=""a-list-item"">Golden brown in color.</span></li></ul>",850,GST12,0,TRUE,monin-hazelnut-syrup-1000-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Hazelnut Syrup,monin-hazelnut-syrup,250ml,MON991,"<p> Monin Hazel nut Syrup is rich, delicate and ideal in a wide range of applications from coffee to frappes, cocktails and much more. Monin Hazel nut Syrup is a highly concentrated, authentic flavoring offering exceptional versatility for creating specialty beverages. </p><ul><li>This is a Vegetarian product.</li><li><span class=""a-list-item"">Nutty hazelnut aroma, raw hazelnut flavor with rich caramelized notes.</span></li><li><span class=""a-list-item"">used in lattes and mochas, flavored coffee, steamers, cocoa, cream sodas, smoothies, shakes, cocktails.</span></li><li><span class=""a-list-item"">Golden brown in color.</span></li></ul>",375,GST12,0,TRUE,monin-hazelnut-syrup-250ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Hazelnut Syrup,monin-hazelnut-syrup,700ml,MON992,"<p> Monin Hazel nut Syrup is rich, delicate and ideal in a wide range of applications from coffee to frappes, cocktails and much more. Monin Hazel nut Syrup is a highly concentrated, authentic flavoring offering exceptional versatility for creating specialty beverages. </p><ul><li>This is a Vegetarian product.</li><li><span class=""a-list-item"">Nutty hazelnut aroma, raw hazelnut flavor with rich caramelized notes.</span></li><li><span class=""a-list-item"">used in lattes and mochas, flavored coffee, steamers, cocoa, cream sodas, smoothies, shakes, cocktails.</span></li><li><span class=""a-list-item"">Golden brown in color.</span></li></ul>",750,GST5,0,TRUE,monin-hazelnut-syrup-700ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Irish Syrup,monin-irish-syrup,1000ml,MON993,"<p> MONIN Irish syrup has a flavour profile which is similar to Irish cream, a cream liqueur based on whiskey, cream and coffee, for use in non-alcoholic after-dinner drinks.<br></p><ul><li>This is a Vegetarian product</li><li>Brown with amber glints.</li><li><span class=""redactor-invisible-space"">Used in Coffees, Flavored milks and Dessert drinks<span class=""redactor-invisible-space"">.</span><br></span></li></ul>",850,GST12,0,TRUE,monin-irish-syrup-1000-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Irish Syrup,monin-irish-syrup,700ml,MON994,"<p> MONIN Irish syrup has a flavour profile which is similar to Irish cream, a cream liqueur based on whiskey, cream and coffee, for use in non-alcoholic after-dinner drinks.<br></p><ul><li>This is a Vegetarian product</li><li>Brown with amber glints.</li><li><span class=""redactor-invisible-space"">Used in Coffees, Flavored milks and Dessert drinks<span class=""redactor-invisible-space"">.</span><br></span></li></ul>",750,GST5,0,TRUE,monin-irish-syrup-700ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Kiwi Fruit Puree,monin-kiwi-fruit-puree,1L,MON995,"<p>The Kiwi fruit, originally from China is widely cultivated in New Zealand, This is why this fruit is referred to as 'kiwi"", like the tail-less and long-beaked bird that is the New Zealand's symbol, It is usually associated to exotic countries, Its bright green flesh is very soft and almost creamy, and its taste is refreshing, sweet but with a twist of tart flavour, Also, kiwi is a very healthy fruit, as a great source of vitanims and calcium,<br> <br> Enjoy the perfect matured fresh kiwi taste, texture and colours in your preparations with MONIN Kiwi fruit mix : the real flavour of a juicy kiwi with a velvety texture and an intense green colour !</p>","1,350.00",GST12,0,TRUE,monin-kiwi-fruit-puree-1l.jpg,stalks-n-spice,Beverages,Energy & Soft Drinks,Monin
Monin Kiwi Syrup,monin-kiwi-syrup,700ml,MON996,"<p> MONIN Kiwi syrup to enjoy the unique kiwi fruit taste and beautiful green color in your signature drinks. MONIN Kiwi syrup adds a depth of flavor to dessert drinks, lattes, and even cocktails.</p><ul><li>This is a Vegetarian product.</li><li> Powerful and perfectly matured kiwi fruit taste, Fresh and long lasting taste of kiwi.</li><li>Bright green in color. </li><li>Used in Cocktails, smoothies, fruit punches,sodas and lemonades.</li></ul>",750,GST5,0,TRUE,monin-kiwi-syrup-700-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin lavender Syrup- 700 ml,monin-lavender-syrup--700-ml,700ml,MON997,"<p>MONIN lavender syrup adds semi-sweet, herbal floral flavor and beautiful, light purple color to cocktails, lemonades, sodas and more.It's aromatic and floral, lavender is embraced for its calming, soothing properties.</p><ul><li>Transparent bright purple in color.</li><li>Taste like French Provence, sweet and strong taste of dry lavender.<span class=""redactor-invisible-space""></span></li></ul>",750,GST12,0,TRUE,monin-lavender-syrup-700-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin lemon Rantcho Syrup,monin-lemon-rantcho-syrup,700ml,MON998,"<p>Monin lemon rantcho syrup in a stylish 70cl glass bottle. The lemon is primarily famous for its refreshing smell and tart flavour similar to limes. Its true home is unknown, though some have linked it to India. lemon juice is very high in vitamin C and has many culinary uses. Monin lemon Rantcho is a sugar free concentrate, without pulp made with 50% juice from the finest Sicily lemons. It is praised by barmen who use for its true taste and convenience in replacement of lemon juice.</p>",850,GST12,0,TRUE,monin-lemon-rantcho-syrup-700-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin lemon Syrup,monin-lemon-syrup,700ml,MON999,"<p><span><strong>EXPIRY: 18/6/21</strong></span><br></p><p>Monin lemon Syrup is a fresh zest and citrus sour, acidic juice of lemon is a mainstay in sunny, fruity drinks and adds zing to beverages of every kind.</p><ul><li>Used to make amazing lemonades ,cocktails and sodas.</li><li>Opaque Yellow in color.</li></ul><p><br></p>",750,GST12,0,TRUE,monin-lemon-syrup-700-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin lemon Tea Syrup,monin-lemon-tea-syrup,1000ml,MON1000,"<p>MONIN's range of fruity tea syrups delivers mouth-filling aromatic flavors which are nature's own.Intense fruit flavor packs a powerful fruity punch and marries perfectly with the naturally astringent, smoky taste of black tea to create authentic, refreshing iced teas.<span class=""redactor-invisible-space""></span><br></p><ul><li><span></span>Herb and tea aroma, with a hint of citrus, natural lemon tartness, sweet tea flavor</li><li><span class=""a-list-item"">Used as Hot, iced and frozen teas, lemonades, cocktails, sodas</span></li><li><span class=""a-list-item""></span>Dark brown colour, infused tea colour.</li></ul>",850,GST5,0,TRUE,monin-lemon-tea-syrup-1000-ml.jpg,stalks-n-spice,Beverages,Tea,Monin
Monin lemon Tea Syrup,monin-lemon-tea-syrup,250ml,MON1001,"<p>MONIN's range of fruity tea syrups delivers mouth-filling aromatic flavors which are nature's own.Intense fruit flavor packs a powerful fruity punch and marries perfectly with the naturally astringent, smoky taste of black tea to create authentic, refreshing iced teas.<span class=""redactor-invisible-space""></span><br></p><ul><li><span></span>Herb and tea aroma, with a hint of citrus, natural lemon tartness, sweet tea flavor</li><li><span class=""a-list-item"">Used as Hot, iced and frozen teas, lemonades, cocktails, sodas</span></li><li><span class=""a-list-item""></span>Dark brown colour, infused tea colour.</li></ul>",375,GST5,0,TRUE,monin-lemon-tea-syrup-250ml.jpg,stalks-n-spice,Beverages,Tea,Monin
Monin lemon Tea Syrup,monin-lemon-tea-syrup,700ml,MON1002,"<p>MONIN's range of fruity tea syrups delivers mouth-filling aromatic flavors which are nature's own.Intense fruit flavor packs a powerful fruity punch and marries perfectly with the naturally astringent, smoky taste of black tea to create authentic, refreshing iced teas.<span class=""redactor-invisible-space""></span><br></p><ul><li><span></span>Herb and tea aroma, with a hint of citrus, natural lemon tartness, sweet tea flavor</li><li><span class=""a-list-item"">Used as Hot, iced and frozen teas, lemonades, cocktails, sodas</span></li><li><span class=""a-list-item""></span>Dark brown colour, infused tea colour.</li></ul>",750,GST5,0,TRUE,monin-lemon-tea-syrup-700-ml.jpg,stalks-n-spice,Beverages,Tea,Monin
Monin Mango Fruit Puree,monin-mango-fruit-puree,1L,MON1003,"<p>Tropical, sweet and incredibly delicious; thank goodness mangos grow on 
trees. Branch out and enjoy a whole new level of succulent, authentic 
mango flavor when you add our Mango Pur̩e to teas, lemonades, smoothies,
 or cocktails.</p>","1,350.00",GST5,0,TRUE,monin-mango-fruit-puree-1l.jpg,stalks-n-spice,Beverages,Energy & Soft Drinks,Monin
Monin Mango Syrup,monin-mango-syrup,700ml,MON1004,"<p><strong>Description</strong></p><p>Experience the sweet and juicy flavor of the tropics. Our Mango Syrup
 is a perfect complement to your favorite tropical cocktails, sodas, 
lemonades and specialty beverages.</p><h3>More Mango Please</h3><p>Monin Mango Syrup mixes perfectly in your favorite cocktail, mocktail, dessert and frozen drink.</p>",750,GST12,0,TRUE,monin-mango-syrup-700-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Melon Syrup,monin-melon-syrup,700ml,MON1005,"<ul><li><span class=""a-list-item"">Monin Green melon syrup is juicy, sweet, and uniquely flavored. It is perfect for juice based cocktails. combine it with Amaretto, espresso and milk will have an amazing trendy latte.</span></li><li><span class=""a-list-item"">melon syrup to add a splash of colour to any frozen drink, specialty cocktail or even gazpacho.</span></li><li><span class=""a-list-item"">Monin melon syrup provides a rich tangy flavour and colour to lemonades, teas, sodas and cocktails.</span></li><li><span class=""a-list-item"">A range of must have products behind the bar for convenience and consistent flavors.</span></li><li><span class=""a-list-item"">No High Fructose Corn syrup, No artificial coloring, No artificial flavors, Zero Cholesterol, No Preservatives</span></li></ul>",750,GST12,0,TRUE,monin-melon-syrup-700-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Mojito Mint Syrup,monin-mojito-mint-syrup,1000ml,MON1006,"<p>MONIN Mojito Mint is a refreshing mint and lime flavour that can be used beyond the bar in countless non-alcoholic applications.</p><ul><li><span class=""redactor-invisible-space""><span class=""redactor-invisible-space"">Transparent in color.</span></span></li><li><span class=""redactor-invisible-space""><span class=""redactor-invisible-space"">Spearmint smell, perfectly balanced taste of cane sugar and spearmint<span class=""redactor-invisible-space"">.</span></span></span></li><li><span class=""redactor-invisible-space""><span class=""redactor-invisible-space""><span class=""redactor-invisible-space"">Used in Coffees, chocolates, teas, fruit punches, smoothies, sodas, lemonades<span class=""redactor-invisible-space"">.</span></span></span></span></li></ul><span class=""redactor-invisible-space""><span class=""redactor-invisible-space""></span></span>",850,GST5,0,TRUE,monin-mojito-mint-syrup-1000-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Mojito Mint Syrup,monin-mojito-mint-syrup,250ml,MON1007,"<p>MONIN Mojito Mint is a refreshing mint and lime flavour that can be used beyond the bar in countless non-alcoholic applications.</p><ul><li><span class=""redactor-invisible-space""><span class=""redactor-invisible-space"">Transparent in color.</span></span></li><li><span class=""redactor-invisible-space""><span class=""redactor-invisible-space"">Spearmint smell, perfectly balanced taste of cane sugar and spearmint<span class=""redactor-invisible-space"">.</span></span></span></li><li><span class=""redactor-invisible-space""><span class=""redactor-invisible-space""><span class=""redactor-invisible-space"">Used in Coffees, chocolates, teas, fruit punches, smoothies, sodas, lemonades<span class=""redactor-invisible-space"">.</span></span></span></span></li></ul><span class=""redactor-invisible-space""><span class=""redactor-invisible-space""></span></span>",375,GST5,0,TRUE,monin-mojito-mint-syrup-250ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Mojito Mint Syrup,monin-mojito-mint-syrup,700ml,MON1008,"<p>MONIN Mojito Mint is a refreshing mint and lime flavour that can be used beyond the bar in countless non-alcoholic applications.</p><ul><li><span class=""redactor-invisible-space""><span class=""redactor-invisible-space"">Transparent in color.</span></span></li><li><span class=""redactor-invisible-space""><span class=""redactor-invisible-space"">Spearmint smell, perfectly balanced taste of cane sugar and spearmint<span class=""redactor-invisible-space"">.</span></span></span></li><li><span class=""redactor-invisible-space""><span class=""redactor-invisible-space""><span class=""redactor-invisible-space"">Used in Coffees, chocolates, teas, fruit punches, smoothies, sodas, lemonades<span class=""redactor-invisible-space"">.</span></span></span></span></li></ul><span class=""redactor-invisible-space""><span class=""redactor-invisible-space""></span></span>",750,GST5,0,TRUE,monin-mojito-mint-syrup-700-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Myrtille Syrup,monin-myrtille-syrup,700ml,MON1009,"<ul><li>For centuries, blueberry maintained popularity around the world. Our blueberry flavour will give natural and fresh taste to your applications. Try to combine Monin Blueberry with Monin Dark Chocolate sauce and milk and you will have a delicious Black Forest drink.Native to North America but now cultivated throughout the world, blueberries are velvety, plump, indigo berries. The berries grow on shrubs on peaty moors and highlands such as the French Alps.They have a balanced sweet flavour with some tartness, the cultivated type having a slightly less intense flavour than the wild variety. Eaten raw with cereals and yogurt, they are also used to make jelly, jam, coulis, pies, muffins and cheesecake.Monin Blueberry syrup captures the taste and aroma of the wild mountains to make fragrant fruity cocktails, smoothies and dessert drinks.  <br>
<div><div><div><div><ul><li><div></div></li></ul></div></div></div></div></li></ul>",915,GST5,0,TRUE,monin-myrtille-syrup-700ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Passion Fruit Puree,monin-passion-fruit-puree,1L,MON1010,"<p>MONIN Passion Fruit is sweet, tangy and fragrant rich fruit is basically a vacation for your taste buds. </p><ul><li>Used in cocktails, lemonades, iced teas and smoothies.</li><li>Deep Orange in color.</li><li>Balanced and refreshing taste of the fruit followed by some tangy, citrus notes.</li></ul>","1,350.00",GST5,0,TRUE,monin-passion-fruit-puree-fruit-mix-preparation-1-ltr.jpg,stalks-n-spice,Beverages,Energy & Soft Drinks,Monin
Monin Passion Fruit Syrup,monin-passion-fruit-syrup,1L,MON1011,"<p>MONIN Passion Fruit syrup adds the fruity aroma and sweet and sour taste to the cocktails, sodas, lemonades, fruit punches, and smoothies. Alluring people with its scent while enticing with its rich flavor is what makes passion fruit so delectable. Our Passion Fruit Syrup will make your cocktails flavorful, your mocktails perfectly sweetened and your teas bright.</p><ul><li>Monin Passion Fruit Syrup brings striking flavor to a number of cocktails, mocktails, lemonades, or desserts.</li><li>Cloudy yellow in color.</li><li>Exotic fruity aroma, sweet and sour taste which will make you feel like eating fresh passion fruit.</li></ul>",850,GST5,0,TRUE,monin-passion-fruit-syrup-1lt.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Passion Fruit Syrup,monin-passion-fruit-syrup,250ml,MON1012,"<p> MONIN Passion Fruit syrup adds the fruity aroma and sweet and sour taste to the cocktails, sodas, lemonades, fruit punches and smoothies.</p><ul><li>Cloudy yellow in color.</li><li>Exotic fruity aroma, sweet and sour taste which will make you feel like eating fresh passion fruit.</li></ul><p><br></p>",390,GST12,0,TRUE,monin-passion-fruit-syrup-250ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Passion Fruit Syrup,monin-passion-fruit-syrup,700ml,MON1013,"<p> MONIN Passion Fruit syrup adds the fruity aroma and sweet and sour taste to the cocktails, sodas, lemonades, fruit punches and smoothies.</p><ul><li>Cloudy yellow in color.</li><li>Exotic fruity aroma, sweet and sour taste which will make you feel like eating fresh passion fruit.</li></ul><p><br></p>",750,GST5,0,TRUE,monin-passion-fruit-syrup-700-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Peach Syrup,monin-peach-syrup,1L,MON1014,"<ul><li><span class=""a-list-item"">Monin Peach Syrup is a perfect calorie-free ingredient for adding succulent flavor to teas, handcrafted sodas and skinny cocktails</span></li><li><span class=""a-list-item"">Monin syrups are highly concentrated and made from natural fruits, nuts, spices, water and sugar</span></li><li><span class=""a-list-item"">Monin Peach syrups do not include any fat or cholesterol</span></li><li><span class=""a-list-item"">It is rich in vitamin and natural flavors Monin peach syrup can enhance your beverages Every Day with Fruity, Delicious Flavor</span></li><li><span class=""a-list-item"">No High Fructose Corn syrup, No artificial coloring, No artificial flavors, Zero Cholesterol, No Preservatives</span></li></ul>",850,GST5,0,TRUE,monin-peach-syrup-1-ltr.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Peach Tea Syrup,monin-peach-tea-syrup,700ml,MON1015,"<p>Monin Peach Tea Syrup is Made with select premium tea and peach ,sugar. Monin peach tea Syrup is the easy, convenient way to add delicious peach flavored tea beverages to your menu.</p><ul><li><span class=""a-list-item"">light, sweet peach and tea aroma subtle peach and tea flavor with light tartnes</span></li><li><span class=""a-list-item"">Applications - Hot, iced and frozen teas, lemonades, cocktails, sodas</span></li><li><span class=""a-list-item"">Ideal for use in smoothies, cocktails, granitas and teas</span></li><li><span class=""a-list-item"">Suitable for commercial or home use</span></li><li><span class=""a-list-item"">Store in cool, dry place</span></li></ul>",850,GST5,0,TRUE,monin-peach-tea-syrup-700ml.jpg,stalks-n-spice,Beverages,Tea,Monin
Monin Pina Colada Syrup,monin-pina-colada-syrup,700ml,MON1016,"<p>Monin Pina Colada brings the taste of cocktail hour to your slushies, drinks, and desserts with Monin Pina Colada</p><ul><li><span class=""a-list-item"">It features the flavors of the tropical cocktail, from rum to creamy coconut to sweet, tart pineapple juice.</span></li><li><span class=""a-list-item"">Bring a mellow, fragrant Pina colada taste to ice cream, smoothies, baked goods, and unique Italian sodas.</span></li><li><span class=""a-list-item"">Pina Colada syrup has the tantalizingly delicious tropical flavor of everyone's favorite.</span></li></ul>",750,GST5,0,TRUE,monin-pina-colada-syrup-700-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Pineapple Syrup,monin-pineapple-syrup,700ml,MON1017,"<p>Monin Pineapple syrup can be served up in an ice-cold concoction or in a frozen blend that will whisk you away. Monin Pineapple syrup adds a touch of the tropics to many frozen drinks, sodas and teas.<span class=""redactor-invisible-space""></span></p><ul><li><span class=""redactor-invisible-space""> Juicy and fresh taste of pineapple<span class=""redactor-invisible-space"">.</span></span></li><li><span class=""redactor-invisible-space""><span class=""redactor-invisible-space"">Cloudy yellow in color.<br></span></span></li></ul>",750,GST12,0,TRUE,monin-pineapple-syrup-700-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Pomegranate Syrup,monin-pomegranate-syrup,700ml,MON1018,"<p>Monin Pomegranate Syrup is a one-of-a-kind ingredient for specialty cocktails, mocktails, teas, and sodas. The seeds from this fruit may be small but they yield incredible, robust flavor. Our Pomegranate Syrup promises to add an extra punch to unique margaritas, martinis, or cosmopolitans.</p><ul><li>The aroma is reminiscent of berries and grape; the flavor is distinctively tart and sweet</li><li>Refrigeration not required, Store at room temperature, away from heat and direct sunlight</li><li><span class=""redactor-invisible-space"">Deep Red in color<span class=""redactor-invisible-space""></span></span></li></ul><p><br></p>",750,GST12,0,TRUE,monin-pomegranate-syrup-700-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Popcorn Syrup,monin-popcorn-syrup,700ml,MON1019,"<p>MONIN Popcorn syrup can be added to milkshakes and lattes, cocktails and mocktails, and even drizzled over any kind of dessert as a fun alternative to the usual sort of toppings.</p><ul><li> Monin syrup is popular for use in coffee, hot chocolate, cocktails, milkshakes, smoothies and more.</li><li>Gold with slight amber in color. </li><li>Intense buttery popcorn ,Strong balanced buttery note,Well-rounded buttery popcorn with light roasted after taste.</li></ul><p><span></span></p>",750,GST12,0,TRUE,monin-popcorn-syrup-700-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Raspberry Syrup,monin-raspberry-syrup,700ml,MON1020,"<p> MONIN Raspberry syrup makes it a delicious addition to cocktails, sodas and coffee drinks. MONIN Raspberry syrup brings a burst a flavour to iced teas, specialty cocktails, mocktails or frozen beverages<span class=""redactor-invisible-space"">.</span></p><ul><li><span class=""redactor-invisible-space"">Nose of ripe raspberry, slightly acidic, raspberry candy taste.<span class=""redactor-invisible-space""></span></span></li><li>Used in lattes, mochas, lemonades, teas, cocktails, smoothies, shakes, cream sodas, flavored sodas and milk.</li><li><span class=""a-list-item""></span>Natural colour of raspberry juice.</li></ul>",750,GST5,0,TRUE,monin-raspberry-syrup-700ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Red Berries ( Fruit Mix Preparation ),monin-red-berries-(-fruit-mix-preparation-),1L,MON1021,"<ul><li><span class=""a-list-item"">This MONIN fruit pur̩e is the perfect mix of red berries</span></li><li><span class=""a-list-item"">The finest balanced blend of strawberry, raspberry and blueberry</span></li><li><span class=""a-list-item"">This very powerful and trendy flavour will bring an incredibly mild sweet</span></li><li><span class=""a-list-item"">Shelf stable and requiring no muddling before use.</span></li><li><span class=""a-list-item"">This concentrated puree promises to deliver consistent, delicious flavor to your food and beverages!</span></li></ul>","1,295.00",GST12,0,TRUE,monin-red-berries-fruit-mix-preparation-1-ltr.jpg,stalks-n-spice,Beverages,Energy & Soft Drinks,Monin
Monin Rose Syrup,monin-rose-syrup,700ml,MON1022,"<p>MONIN Rose syrup, with a rich aromatic flavour, adds a light, floral accent to springtime specialties and romantic cocktails.</p><ul><li>Bright pink in colour.</li><li>Intense nose of rose petals, flowery rose aroma.<span class=""redactor-invisible-space""> </span></li><li><span class=""redactor-invisible-space"">Adds floral beauty to wine spirits, sodas, cocktails and mocktails.<span class=""redactor-invisible-space""></span></span></li></ul><p><span></span></p>",750,GST12,0,TRUE,monin-rose-syrup-700-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Strawberry Puree ( Fruit Mix Preparation ),monin-strawberry-puree-(-fruit-mix-preparation-),1L,MON1023,"<p>Monin strawberry is a Juicy, bright and just the right amount of sweetness, Intense nose of Mediterranean ripe strawberries.</p><ul><li>Deep ruby red with some copper red glints.<span class=""redactor-invisible-space""></span></li><li><span class=""redactor-invisible-space"">Refreshing and juicy strawberry taste<span class=""redactor-invisible-space""><br></span></span></li><li><span class=""redactor-invisible-space""><span class=""redactor-invisible-space""> Use to make cocktails, lemonades, iced teas and smoothies.<span class=""redactor-invisible-space""><br></span></span></span></li></ul>","1,350.00",GST5,0,TRUE,monin-strawberry-puree-fruit-mix-preparation-1-ltr.jpg,stalks-n-spice,Beverages,Energy & Soft Drinks,Monin
Monin Strawberry Syrup,monin-strawberry-syrup,250ml,MON1024,"<p> MONIN Strawberry syrup bottles their celebrated sweetness for your favourite cocktails, mocktails, sodas and teas. MONIN Strawberry syrup is an easy to mix syrup which allows you to create many applications. It fits perfectly with MONIN Frosted Mint or Mojito Mint flavour.</p><ul><li>Intense red<span class=""redactor-invisible-space""> in color.</span></li><li><span class=""redactor-invisible-space"">Rich flavour of fresh strawberries, subtle and creamy taste with a touch of strawberry jam.<span class=""redactor-invisible-space""></span></span></li></ul><span class=""redactor-invisible-space""></span>",375,GST12,0,TRUE,monin-strawberry-syrup-250-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Strawberry Syrup,monin-strawberry-syrup,1000ml,MON1025,"<ul><li><span class=""a-list-item"">Mild and sweet authentic strawberry preserves aroma and taste</span></li><li><span class=""a-list-item"">Highly concentrated</span></li><li><span class=""a-list-item"">May be used as the main flavor or combined with others from sweet to decadent to tart or savory</span></li></ul><p><br></p><p><span></span></p><p><span></span></p>",950,GST12,0,TRUE,monin-strawberry-syrup-1000ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Strawberry Syrup,monin-strawberry-syrup,700ml,MON1026,"<p> MONIN Strawberry syrup bottles their celebrated sweetness for your favourite cocktails, mocktails, sodas and teas. MONIN Strawberry syrup is an easy to mix syrup which allows you to create many applications. It fits perfectly with MONIN Frosted Mint or Mojito Mint flavour.</p><ul><li>Intense red<span class=""redactor-invisible-space""> in color.</span></li><li><span class=""redactor-invisible-space"">Rich flavour of fresh strawberries, subtle and creamy taste with a touch of strawberry jam.<span class=""redactor-invisible-space""></span></span></li></ul><span class=""redactor-invisible-space""></span>",750,GST5,0,TRUE,monin-strawberry-syrup-700ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Sweet & Sour Syrup,monin-sweet-&-sour-syrup,1000ml,MON1027,"Monin Sweet & Sour is a ready-to-use product made of pure sugar, Sicilian lemons and a little lime juice<p><strong><br></strong></p><p><strong>Ingredients</strong></p><p>Water, sugar, acid: citric acid, concentrated lime and lemon juice, natural lemon-lime flavouring with other natural flavourings, emulsifiers: xanthan gum, acacia gum, E445, preservative: E202. lime juice: 7%.<br></p>",750,GST5,0,TRUE,monin-sweet-and-sour-syrup-1000-ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Tiramisu Syrup,monin-tiramisu-syrup,700ml,MON1028,"<p>Monin Tiramisu Syrup is made with a traditional Italian-style dessert. When the rich flavors of custard, cocoa, coffee and rum combine, the result is something of a delicacy.  Monin Tiramisu syrup to create indulgent specialty coffees drinks, distinctive dessert cocktails and more.</p><ul><li>Used in favored Italian dessert to hot or iced coffee beverages, dessert cocktails, shakes and more.</li><li>Intense amber in color.</li><li>Taste like Chocolate with a hint of biscuit<span class=""redactor-invisible-space""><br></span></li></ul>",750,GST5,0,TRUE,monin-tiramisu-syrup-700ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Triple Sec Syrup,monin-triple-sec-syrup,1L,MON1029,"<p>MONIN Triple Sec Curacao syrup maintains the same great concentrated flavour of the famed original providing a great base for a number of mixed cocktails, mocktails and mochas.</p><ul><li>Transparent with some haziness in color.</li><li>Orange and bitter orange peel smell, orange peel taste.</li><li>Used in delicious cocktails, mocktails and frozen coffee beverages.<span class=""redactor-invisible-space""><br></span></li></ul>",850,GST5,0,TRUE,monin-triple-sec-syrup-1l.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Triple Sec Syrup,monin-triple-sec-syrup,700ml,MON1030,"<p>MONIN Triple Sec Curacao syrup maintains the same great concentrated flavour of the famed original providing a great base for a number of mixed cocktails, mocktails and mochas.</p><ul><li>Transparent with some haziness in color.</li><li>Orange and bitter orange peel smell, orange peel taste.</li><li>Used in delicious cocktails, mocktails and frozen coffee beverages.<span class=""redactor-invisible-space""><br></span></li></ul>",750,GST5,0,TRUE,monin-triple-sec-syrup-700ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
Monin Vanilla Syrup,monin-vanilla-syrup,250ml,MON1031,"<p> Monin Vanilla syrup will bring high-quality, rich flavour to drinks and desserts. This popular, versatile flavour brings smooth warmth to beverages of every kind.</p><ul><li>Adds rich, smooth flavour to lattes, mochas, smoothies, shakes, specialty cocktails or even whipped cream.<span class=""redactor-invisible-space""></span></li><li><span class=""redactor-invisible-space"">Slightly amber<span class=""redactor-invisible-space""> in color.<br></span></span></li><li><span class=""redactor-invisible-space""><span class=""redactor-invisible-space"">Vanilla pod flavour sublimate in combination with exotic flavours. <br></span></span></li></ul>",375,GST5,0,TRUE,monin-vanilla-syrup-250ml.jpg,stalks-n-spice,Beverages,Syrup,Monin
