name,slug,optionValue,variantSku,description,variantPrice,variantTaxCategory,variantStockOnHand,variantTrackInventory,assets,channelCode,category,subcategory,brand
Bliss Whip Topping,bliss-whip-topping,1kg,BLI159,"<p>Whipped cream is cream that is whipped by a whisk or mixer until it is 
light and fluffy, or by the expansion of dissolved gas, forming a 
colloidal it is often sweetened and sometimes flavoured with vanilla. 
Whipped cream is also called chantilly cream or creme chantilly. </p>",175,GST12,0,TRUE,bliss-whip-topping-1kg.jpg,stalks-n-spice,"Herbs, Spices & Provisions",Whole Spices,
Blue Elephant light Soy Sauce,blue-elephant-light-soy-sauce,200ml,BLU160,"<p>Blue elephant light soy sauce is made from pure soy beans. It has a slight salty taste and can be used as a great seasoning in cooking</p><ul><li><span class=""a-list-item"">This is a Vegetarian product.<br></span></li><li><span class=""a-list-item"">Brings nice flavors to all dishes</span></li><li><span class=""a-list-item"">Use in stir-fries, marinades meat, dipping sauces, or to season any dish</span></li><li><span class=""a-list-item"">High nutrition quotient makes it a healthy alternative</span></li></ul>",220,GST12,0,TRUE,blue-elephant-light-soy-sauce-200-ml.jpg,stalks-n-spice,Sauces & Pastes,Soy & Worcestershire,Blue Elephant
Blue Elephant Rice Vinegar,blue-elephant-rice-vinegar,200ml,BLU161,"<p><span class=""searchword"" style=""background-color: initial;"">Blue</span> <span class=""searchword"" style=""background-color: initial;"">Elephant</span> <span class=""searchword"" style=""background-color: initial;"">Rice</span> <span class=""searchword"" style=""background-color: initial;"">Vinegar</span> has a subtle flavor and has just about enough acidity to add a zing to your oriental meals. Add it to your Sushi, salad dressings, stir fry or just pickled vegetables. </p><ul><li><span class=""redactor-invisible-space""><div>This is a Vegetarian product.</div></span></li><li>Essential sour seasoning in Thai cuisine</li><li>Use it to season meats, fish and vegetables</li><li>Ideal for making perfect sushi rice</li><li>Country of origin: Thailand.</li></ul>",265,GST5,0,TRUE,blue-elephant-rice-vinegar-200-ml.jpg,stalks-n-spice,"Rice, Pasta & Noodles",Whole Wheat Pasta,Blue Elephant
Blue Elephant Thai Green Curry Paste,blue-elephant-thai-green-curry-paste,70gm,BLU162,"<p>Blue Elephant Green curry paste is made by pounding together fresh green chili, garlic, lemongrass and galangal. It is the fiercest of all Thai pastes.</p><ul><li><span class=""a-list-item"">This is a Vegetarian Product.</span></li><li><span class=""a-list-item"">Fried and combined green curry paste with coconut cream, chicken and a few vegetables, green curry paste will give you a spicy mouth watering Thai green curry</span></li><li><span class=""a-list-item"">It is the fiercest of all Thai curries, the spiciness which comes from fresh green chilies also provides its bright green color</span></li><li><span class=""a-list-item"">This green curry paste is made thanks to perfect combination of spices, herbs and coconut</span></li></ul>",170,GST12,0,TRUE,blue-elephant-thai-green-curry-paste-70g.jpg,stalks-n-spice,Canned Foods,Paste,Blue Elephant
Blue Elephant Thai Holy Basil Stir Fry Paste,blue-elephant-thai-holy-basil-stir-fry-paste,70gm,BLU163,"<p>Blue Elephant Thai basil stir fry paste is made by pounding together Thai garlic, holy basil leaves, galangal, shallot, lemongrass, kaffir lime leaves and chili.</p><ul><li>This is a Vegetarian product.</li><li>Thai basil stir fry paste is fried with fresh ingredients, this aromatic paste will give you an authentic taste with the meat of your choice</li><li><span class=""a-list-item"">Blue elephant fine food products of excellence to cook at home- helps everyone to taste the Thai gastronomy, like in Bangkok</span></li><li><span class=""a-list-item"">Hot spicy, reduced salt formulation, suitable for vegetarian</span></li></ul>",170,GST12,0,TRUE,blue-elephant-thai-holy-basil-stir-fry-paste-70g.jpg,stalks-n-spice,Canned Foods,Paste,Blue Elephant
Blue Elephant Thai Massaman Curry Paste,blue-elephant-thai-massaman-curry-paste,70gm,BLU164,"<p>Blue Elephant Massaman Curry Paste is made of tamarind and a sophisticated blend of spices (cardamom seeds, cinnamon, clove, coriander and cumin seeds)</p><ul><li>This is a Vegetarian product.</li></ul><ul><li><span class=""a-list-item"">Fried and combined with coconut cream, meat and a few vegetables, this paste will give you a beautiful, rich in flavor, Thai massaman curry</span></li><li><span class=""a-list-item"">More interesting that these curry paste are available as 100 percent vegetarian (without shrimp paste) and so these can be served to vegetarians too</span></li></ul>",170,GST12,0,TRUE,blue-elephant-thai-massaman-curry-paste-70g.jpg,stalks-n-spice,Canned Foods,Paste,Blue Elephant
Blue Elephant Thai Premium Jasmine Rice,blue-elephant-thai-premium-jasmine-rice,500gm,BLU165,"<p>Blue Elephant Thai Jasmine Rice is known in Thailand, features a delicious nutty taste that perfectly complements the traditional flavours of Thai and other South-East Asian cuisine. White jasmine rice is a rich source of energy, low in fat and ideal for those looking for a naturally gluten-free staple.</p><ul><li><span class=""a-list-item"">Thai jasmine rice is a naturally occurring species of rice renowned for its aroma, texture and taste. It uses only the highest grade of jasmine rice from Thailand which guarantees consistent flavor, texture and the lowest percentage of broken grains.</span></li><li><span class=""a-list-item"">Experience the taste and quality of gourmet at home by pairing it with any of our quick and easy curry sauces as an indispensable side dish to create an all-natural, authentic Thai meal</span></li><li>This sticky rice is perfect with oriental food, it is also ideal with all savoury dishes and makes an excellent rice pudding. Thai Jasmine rice goes good with both Veg and Non-veg preparations.</li><li> Country of Origin Thailand.</li></ul>",475,GST12,0,TRUE,blue-elephant-thai-premium-jasmine-rice-500-gm.jpg,stalks-n-spice,Canned Foods,Paste,Blue Elephant
Blue Elephant Thai Red Curry Paste,blue-elephant-thai-red-curry-paste,70gm,BLU166,"<p>Blue Elephant Red curry paste is made by pounding together dried red chili, lemongrass, garlic, shallot and galangal. Its texture is thick, rich in flavor with a hint of spiciness. </p><ul><li>This is a Vegetarian Product.</li><li>Fried and combined with coconut cream, your favorite chicken or fish and a few vegetables, red curry paste will give you a spicy mouthwatering Thai red curry. </li><li>You can use red curry paste in any curry to get the spicy, delicious and aromatic Thai curry.</li><li><span></span>This ready-to-use paste, if used in your cooking process lends a delightful aroma and flavor to your Thai curry.</li><li>Thai red curry paste is available as 100 percent vegetarian (without shrimp paste) and so these can be served to vegetarians too</li></ul>",250,GST12,0,TRUE,blue-elephant-thai-red-curry-paste-70g.jpg,stalks-n-spice,Canned Foods,Paste,Blue Elephant
Blue Elephant Thai Rice Stick Noodles,blue-elephant-thai-rice-stick-noodles,500gm,BLU167,"<p> Blue Elephant rice noodles are thick, pure white and are flat like a â€œtagliatelliâ€ but taste and texture are quite different from the western noodles.</p><ul><li>Made from the finest rice flour<span class=""redactor-invisible-space""> </span></li><li>Rice noodles to be soaked first in cold water until softened</li><li> They are ideal for â€œGuay Tiawâ€ soup</li><li>100% natural, free of any artificial colors or preservatives </li></ul>",240,GST12,0,TRUE,blue-elephant-thai-rice-stick-noodles-500gm.jpg,stalks-n-spice,Canned Foods,Paste,Blue Elephant
Blue Elephant Thai Yellow Curry Paste,blue-elephant-thai-yellow-curry-paste,70gm,BLU168,"<p>Blue Elephant's Yellow curry paste will give you a non spicy and very aromatic Thai yellow curry. </p><ul><li><span class=""a-list-item""> This is a Vegetarian Product.</span></li><li><span class=""a-list-item"">Country of Origin Thailand</span></li><li><span class=""a-list-item"">This paste should be fried briefly in oil (preferably coconut oil) to release its fragrances before adding the thickest coconut milk available.</span></li><li><span class=""a-list-item"">Thai yellow curry paste is so versatile, you'll want to try it with a variety of meat, seafood, noodle and soup recipes. This fragrant yellow curry paste makes Thai food easy to cook, and quick as well.</span></li></ul>",170,GST12,0,TRUE,blue-elephant-thai-yellow-curry-paste-70g.jpg,stalks-n-spice,Canned Foods,Paste,Blue Elephant
Blue Elephant Tom Yam Soup Paste,blue-elephant-tom-yam-soup-paste,70gm,BLU169,"<p>Blue Elephant Tom Yam Soup Paste is made by pounding together tamarind, shallot and a blend of select Thai chilies. Instant paste to make delicious tom yum soup with authentic Thai taste</p><ul><li>This is a Vegetarian product.</li><li><span class=""a-list-item"">Combined tom yum soup paste with a stock, prawns and few vegetables, this paste will give you the most authentic sour and spicy tom yam soup at home</span></li><li><span class=""a-list-item"">The ultimate paste for tom yam soup, add galangal, lemongrass,  kaffir lime leaves, Thai chilli and quartered oyster mushroom add lime juice, bring to boil and garnish with thai basil</span></li></ul>",170,GST12,0,TRUE,blue-elephant-tom-yam-soup-paste-70g.jpg,stalks-n-spice,Canned Foods,Paste,Blue Elephant
Bottle Brinjal (Eggplant),bottle-brinjal-(eggplant),500gm,BOT170,"<p>Brinjal, popularly known as baingan in Hindi is a warm season crop but can be successfully grown in rainy seasons also.</p><ul><li>Brinjal is rich in fiber and antioxidants that help in fighting cancer.</li><li>Brinjal is also great for weight-loss because theyâ€™re low on calories.</li><li>They also make sure that all the heart diseases are kept at bay.</li><li>Brinjal also has the capacity to control blood pressure and contains potassium to maintain electrolyte balance in the body.</li><li>They contain less amount of carbohydrates and are high in fiber which helps in preventing diabetes.</li></ul>",18,GST5,0,TRUE,bottle-brinjal-eggplant-500g.jpg,stalks-n-spice,Fruits & Vegetables,"Gourd, Pumpkin & Drumstick",
Bottle Gourd,bottle-gourd,1kg,BOT171,"<ul><li>A calabash, bottle gourd, or white-flowered gourd, lagenaria siceraria, also known by many other names, including long melon, New Guinea bean and Tasmania bean, is a vine grown for its fruit, which can be either harvested young to be consumed as a vegetable, or harvested mature to be dried and used as a utensil. When it is fresh, the fruit has a light green smooth skin and white flesh.</li><li>A popular north Indian dish is lauki channa, (channa dal and diced gourd in a semi-dry gravy). In the state of Maharashtra in India, a similar preparation called dudhi channa is popular. The skin of the vegetable is used in making a dry spicy chutney preparation. It is consumed in Assam with fish curries, as boiled vegetable curry and also fried with potato and tomatoes. lauki kheer (grated bottle gourd, sugar and milk preparation) is a dessert from Telangana, usually prepared for festive occasions. lau chingri, a dish prepared with bottle gourd and prawn, is popular in West Bengal. Elsewhere in India Indian Muslims calls it kaddu in Urdu and it is consumed as a dish with rice or roti for its medicinal benefits.</li></ul>",42,GST5,0,TRUE,bottle-gourd-1kg.jpg,stalks-n-spice,Fruits & Vegetables,Beans & Brinjals,
Brinjal Purple long,brinjal-purple-long,500gm,BRI172,"<p>Brinjal, popularly known as baingan in Hindi is a warm season crop but can be successfully grown in rainy seasons also. <br></p><ul><li>Brinjal is rich in fiber and antioxidants that help in fighting cancer.</li><li>Brinjal is also great for weight-loss because theyâ€™re low on calories.</li><li> They also make sure that all the heart diseases are kept at bay.</li><li> Brinjal also has the capacity to control blood pressure and contains potassium to maintain electrolyte balance in the body.</li><li>They contain less amount of carbohydrates and are high in fiber which helps in preventing diabetes.</li></ul><div></div><div></div><div></div>",,GST5,0,TRUE,brinjal-purple-long-500g-and-1kg.jpg,stalks-n-spice,Fruits & Vegetables,Beans & Brinjals,
Brinjal Purple long,brinjal-purple-long,1kg,BRI173,"<p>Brinjal, popularly known as baingan in Hindi is a warm season crop but can be successfully grown in rainy seasons also. <br></p><ul><li>Brinjal is rich in fiber and antioxidants that help in fighting cancer.</li><li>Brinjal is also great for weight-loss because theyâ€™re low on calories.</li><li> They also make sure that all the heart diseases are kept at bay.</li><li> Brinjal also has the capacity to control blood pressure and contains potassium to maintain electrolyte balance in the body.</li><li>They contain less amount of carbohydrates and are high in fiber which helps in preventing diabetes.</li></ul><div></div><div></div><div></div>",55,GST5,0,TRUE,brinjal-purple-long-500g-and-1kg.jpg,stalks-n-spice,Fruits & Vegetables,Beans & Brinjals,
Brinjal Purple Round (Eggplant),brinjal-purple-round-(eggplant),Default,BRI174,"<p>Brinjal, popularly known as baingan in Hindi is a warm season crop but can be successfully grown in rainy seasons also. <span></span></p><ul><li>Brinjal is rich in fiber and antioxidants that help in fighting cancer.</li><li>Brinjal is also great for weight-loss because theyâ€™re low on calories.</li><li> They also make sure that all the heart diseases are kept at bay.</li><li> Brinjal also has the capacity to control blood pressure and contains potassium to maintain electrolyte balance in the body.</li><li>They contain less amount of carbohydrates and are high in fiber which helps in preventing diabetes.</li></ul><div></div><div></div><div></div>",17,GST5,0,TRUE,brinjal-purple-round-eggplant.jpg,stalks-n-spice,Fruits & Vegetables,Beans & Brinjals,
Brinjal White long,brinjal-white-long,Default,BRI175,"<ul><li>The brinjal (eggplant or baingan or aubergine) is called the King of Vegetables by some cultures. It is one of the most versatile vegetables around, loved by many people across the world. Different varieties are available everywhere and each variety is unique in its own way, with a distinctive flavor and many essential minerals. </li><li>Eggplant or Brinjal, is a very low calorie vegetable and has healthy nutrition profile; good news for weight watchers! The veggie is popularly known as aubergine in the western world. </li></ul>",55,GST12,0,TRUE,brinjal-white-long.jpg,stalks-n-spice,Fruits & Vegetables,Beans & Brinjals,
Brinjal White Round,brinjal-white-round,Default,BRI176,"<ul><li>The brinjal (eggplant or baingan or aubergine) is called the King of Vegetables by some cultures. It is one of the most versatile vegetables around, loved by many people across the world. Different varieties are available everywhere and each variety is unique in its own way, with a distinctive flavor and many essential minerals. </li><li>Eggplant or Brinjal, is a very low calorie vegetable and has healthy nutrition profile; good news for weight watchers! The veggie is popularly known as aubergine in the western world. </li></ul>",20,GST12,0,TRUE,brinjal-white-round.jpg,stalks-n-spice,Fruits & Vegetables,Beans & Brinjals,
Britvic Ginger Ale,britvic-ginger-ale,200ml,BRI177,"<ul><li> HIGH-QUAlITY INGREDIENTS - Britvic refreshing Ginger Ale from concentrate is expertly blended using high-quality ingredients  </li><li> DElICIOUS FlAVOUR - Flourishes the senses  </li><li> ENJOY ANYWHERE - Can be enjoyed in pubs, bars, leisure centres, and theme parks  </li><li> PERFECT TO SHARE - Enjoy with your friends and family  </li><li> HOW TO SERVE - Best served in a tall glass, over plenty of ice  </li></ul>",84,GST12,0,TRUE,britvic-ginger-ale-200-ml.jpg,stalks-n-spice,Fruits & Vegetables,Herbs & Seasoning,
Britvic Soda Water,britvic-soda-water,200ml,BRI178,"<ul><li> REFRESHING SODA WATER - A carbonated soft drink with sodium carbonate  </li><li> DElICIOUS FlAVOUR - Flourishes the senses  </li><li> ENJOY ANYWHERE - Can be enjoyed in pubs, bars, leisure centres, and theme parks  </li><li> PERFECT TO SHARE - Enjoy with your friends and family  </li><li> HOW TO SERVE - Best served in a tall glass, over plenty of ice  </li></ul>",84,GST12,0,TRUE,britvic-soda-water-200-ml.jpg,stalks-n-spice,Beverages,Water,
Britvic Tonic Water,britvic-tonic-water,200ml,BRI179,"<ul><li> HIGH-QUAlITY INGREDIENTS - Britvic Indian Tonic Water is a refreshing carbonated soft drink with quinine  </li><li> DElICIOUS FlAVOUR - Flourishes the senses  </li><li> ENJOY ANYWHERE - Can be enjoyed in pubs, bars, leisure centres, and theme parks  </li><li> PERFECT TO SHARE - Enjoy with your friends and family  </li><li> HOW TO SERVE - Best served in a tall glass, over plenty of ice  </li></ul>",84,GST12,0,TRUE,britvic-tonic-water-200-ml.jpg,stalks-n-spice,Beverages,Water,
Broccoli,broccoli,Default,BRO180,"<p>Broccoli is a green vegetable that vaguely resembles a miniature tree.Itâ€™s closely related to cabbage, Brussels sprouts, kale and cauliflower.</p><ul><li> Full of vitamins, minerals, fiber and antioxidants.</li><li> Wide array of vitamins, minerals, fiber and other bio-active compounds.<span class=""redactor-invisible-space""><br></span></li><li><span class=""redactor-invisible-space"">reduce cell damage caused by certain chronic diseases. <span class=""redactor-invisible-space""><br></span></span></li></ul><p>.</p>",0,GST5,0,TRUE,broccoli.jpg,stalks-n-spice,Fruits & Vegetables,"Gourd, Pumpkin & Drumstick",
Brown Channa Whole,brown-channa-whole,Default,BRO181,"<p>Brown chana contains more of protein and fiber, may Help to Keep your appetite under control.</p><ul><li>Rich in plant-based protein.</li><li>may help to manage and maintain the body weight.</li><li>Support blood sugar control.</li></ul>",28,GST5,0,TRUE,brown-channa-whole.jpg,stalks-n-spice,"Herbs, Spices & Provisions",Whole Spices,
Bullet Kollam Rice,bullet-kollam-rice,25kg,BUL182,,"1,050.00",GST0,0,TRUE,bullet-kollam-rice-25kg.jpg,stalks-n-spice,"Rice, Pasta & Noodles",Whole Wheat Pasta,
Bush Green Apple Powder,bush-green-apple-powder,Tin,BUS183,"<p>BUSH Green Apple powder is used in  every food dishes like milk shake, paneer tikka,  pasta, noodles, veg, nonveg,  water,ice candy, orange, mango, cola, sweets.</p><ul><li>It brings the great color to the dishes.</li></ul>",75,GST12,0,TRUE,bush-green-apple-powder-tin.jpg,stalks-n-spice,"Herbs, Spices & Provisions",Whole Spices,Bush
Bush Kesari Powder,bush-kesari-powder,100gm,BUS184,"<ul><li> Package Contents : 100 Grams BUSH Synthetic Kesari Food Colour Powder In Tin  </li><li>  Ingredient Type : Salt , Synthetic Food Colours INS 102,INS110 ,Acidity
 Regulator : INS 514,Percentage of Dye Content : 29.0 From BUSH  </li><li> Shelf life: 24 Months,Type of Container: Tin  </li><li> Storage Instruction: Keep the material in air tight container & away from sunlight  </li><li>  Usage : Synthetic Colour For Food- water soluble - Ideal For Food 
Decoration, Sweets, James, Pickles, Chicken and Home Recipes  </li></ul>",82,GST5,0,TRUE,bush-kesari-powder-100g.jpg,stalks-n-spice,"Herbs, Spices & Provisions",Whole Spices,Bush
Bush lemon Yellow Powder,bush-lemon-yellow-powder,Tin,BUS185,"<p>Bush lemon Yellow powder added a great color to the dishes makes feel great and gives life to it. used in every food dishes like milk shake, paneer tikka, pasta, noodles, veg, nonveg, water,ice candy, orange, mango, cola, sweets.</p><ul><li>It brings the great color to the dishes.</li></ul>",58,GST12,0,TRUE,bush-lemon-yellow-powder-tin.jpg,stalks-n-spice,"Herbs, Spices & Provisions",Whole Spices,Bush
Bush Orange Red Color,bush-orange-red-color,Tin,BUS186,"<p>Bush Color Orange Red is any dye, pigent or substance that imparts color when it is added to food or drink. Food coloring is used both in commercial food production and in domestic cooking.<span></span></p><ul><li>It brings the great color to the dishes.</li><li>Used in Water,ice candy, orange, mango, cola, sweets.</li></ul>",55,GST12,0,TRUE,bush-orange-red-color-tin.jpg,stalks-n-spice,"Herbs, Spices & Provisions",Whole Spices,Bush
Bush Pineapple Essence,bush-pineapple-essence,20ml,BUS187,"<p>Bush Pineapple Essence is a great flavoring agent for use in baked treats, desserts and more. Perfect to enhance the flavor in Ice Creams, Cakes, Chocolates, Jams, Jellies, Sweets, Marzipan, Confectioneries, Cookies, Sherberts, Milkshakes etc.</p><ul><li>Not for direct consumption.</li><li>Shake well before use.</li><li>Free from spirit</li><li>Store in a cool and dry place</li></ul>",25,GST5,0,TRUE,bush-pineapple-essence-20-ml.jpg,stalks-n-spice,"Bakery, Snacks & Dry Fruits",Essence,Bush
Bush Vanilla Essence,bush-vanilla-essence,20ml,BUS188,"<p>Bush Vanilla Essence is a great flavoring agent for use in baked treats, desserts and more. Perfect to enhance the flavor in Ice Creams, Cakes, Chocolates, Jams, Jellies, Sweets, Marzipan, Confectioneries, Cookies, Sherberts, Milkshakes etc.</p><ul><li>Not for direct consumption. </li><li>Shake well before use.</li><li>Free from  spirit</li><li>Store in a cool and dry place</li></ul><p><span class=""redactor-invisible-space""></span></p>",25,GST5,0,TRUE,bush-vanilla-essence-20-ml.jpg,stalks-n-spice,"Bakery, Snacks & Dry Fruits",Essence,
Button Mushroom,button-mushroom,200gm,BUT189,"<p>Button Mushroom contains B vitamin as well as a powerful antioxidant called selenium, which helps to support the immune system and prevent damage to cells and tissues. In particular, white button mushrooms are one of the few non-animal sources of vitamin D.</p><ul><li>Used in Pizza ,salads</li><li>Mushroom curry , biryani makes the food more delicious</li><li>Good source of Vitamin D</li></ul>",45,GST0,0,TRUE,button-mushroom-200g.jpg,stalks-n-spice,Canned Foods,Bamboo Shoots & Mushroom,
Byadagi Chilli,byadagi-chilli,1kg,BYA190,"<p>Byadagi Chilli is a famous variety of chilli mainly grown in the town of Byadgi which is located in the Haveri district of Karnataka. </p><ul><li><span class=""redactor-invisible-space"">Byadagi Chilli is more popular for its colour, flavour and taste.</span></li><li><span class=""redactor-invisible-space"">Best suited for masala preparation and oleoresin extraction<span class=""redactor-invisible-space"">.</span></span></li></ul>",450,GST5,0,TRUE,byadagi-chilli-1kg.jpg,stalks-n-spice,Sauces & Pastes,Chilli Garlic,
CBl Sweet & Hot Pepper Paste,cbl-sweet-&-hot-pepper-paste,500gm,CBL191,"<fieldset>CBl Hot Pepper Paste<br>Focus on original brewed sauce for 25 years<br><br>Ready to use a seasoning.<br><br>Storage Condition: Keep away from direct sunlight and store in a cool dry place. Keep refrigerated after opening and consume soon.</fieldset><fieldset><legend>Ingredients:</legend>Wheat (Gluten) Flour, Maltose (Corn), Soybean Paste (Water, Soybean, Wheat (Gluten) Flour, Salt), Water, Chilli Powder (15%), Salt, Alcohol.</fieldset><ul><li><span class=""a-list-item""></span></li></ul>",550,GST12,0,TRUE,cbl-sweet-and-hot-pepper-paste-500g.jpg,stalks-n-spice,"Herbs, Spices & Provisions",Salt & Pepper,
CHAYAM Assam Black Tea,chayam-assam-black-tea,Default,CHA192,"<p>Named after the Assam region, the land of the Brahmaputra River. The texture of this tea is rich and dense with an amber colour brew. It has an Assam's unique malty taste with a pleasant aroma. <br></p>",255,GST12,0,TRUE,CHAYAM Assam Black Tea-English Breakfast - Premium 100% Whole Leaf (20 Pyramid Tea Bags).jpg,stalks-n-spice,Health Store,Specialty Tea's,CHAYAM
CHAYAM Assorted Tea Bags Gift Box,chayam-assorted-tea-bags-gift-box,Default,CHA193,"<p>Weâ€™ve curated interesting flavours for every mood. Start the day with a cup of Pure Darjeeling or Warm Assam. Add some zing to your mood with Spiced Turmeric, Magical Cinnamon or Sweet lavender Vanilla. Relish those midnight cravings with Toasty CrÃ¨me BrÃ»lÃ©e or detox with Himalayan Green Tea. Whatever it be, weâ€™ve got you covered.<br></p>",250,GST5,0,TRUE,chayam-assorted-tea-bags-gift-box-sampler-pack-dessert-tea-wellness-tea-classics-black-tea-green-tea-herbal-tea-(12-pyramid-tea-bags.jpg,stalks-n-spice,Health Store,Specialty Tea's,CHAYAM
CHAYAM Baron's Earl Grey Black Tea with Citrusy Orange Peel & Blue Corn Flower,chayam-baron's-earl-grey-black-tea-with-citrusy-orange-peel-&-blue-corn-flower,Default,CHA194,"<p>A classic aromatic and refreshing blend. The essence of Citrus Bergamia is extracted from its aromatic skin and has been known for its beneficial digestive and mood-lifting properties. This tea is full of antioxidants to lift your spirits! The rich, robust flavour of Assam tea is perfectly balanced by the fresh, fruity citrus notes of bergamot and orange peel.<br></p>",255,GST5,0,TRUE,CHAYAM Baron's Earl Grey Black Tea with Citrusy Orange Peel & Blue Corn Flower - 100% Natural (20 Pyramid Tea Bags).jpg,stalks-n-spice,Health Store,Specialty Tea's,CHAYAM
CHAYAM Chamomile Green Tea with Peppermint,chayam-chamomile-green-tea-with-peppermint,Default,CHA195,"<p>Chamomile has been used for centuries to improve sleep. A fresh, yet soothing taste and warm, calming aroma that cheers the soul. Perfect at any time of the day to lift and revive.<br></p>",255,GST12,0,TRUE,CHAYAM Chamomile Green Tea with Peppermint - 100% Natural Wellness Tea (20 Pyramid Tea Bags Bags).jpg,stalks-n-spice,Health Store,Specialty Tea's,CHAYAM
CHAYAM Cinnamon Green Tea with Orange Peel,chayam-cinnamon-green-tea-with-orange-peel,Default,CHA196,"<p>The brew's soothing colour with sweet and woody aroma completes the wonder potion which is - fragrant, healthy & lightly spiced.  A healthy drink with the benefits of Indian masalas and green tea. A perfect chai tea.<br></p>",270,GST12,0,TRUE,CHAYAM Chamomile Green Tea with Peppermint - 100% Natural Wellness Tea -20 Pyramid Tea Bags Bags.jpg,stalks-n-spice,Health Store,Specialty Tea's,CHAYAM
CHAYAM CrÃ¨me BrÃ»lÃ©e (Caramel) Black Tea with Hazelnut and Cocoa Nibs,chayam-crã¨me-brã»lã©e-(caramel)-black-tea-with-hazelnut-and-cocoa-nibs,Default,CHA197,<p>A blend of rich black tea with the natural flavor of hazelnut and cocoa nibs. The result is a smooth and delicious tea with a heavenly aroma of fresh crÃ¨me brÃ»lÃ©e and a slightly sweet aftertaste. This tea is best enjoyed after dinner with a dash of cane sugar. A non- alcoholic premium drink with caramel flavour to satisfy your dessert cravings.  <br></p>,299,GST12,0,TRUE,CHAYAM CrÃ¨me BrÃ»lÃ©e (Caramel) Black Tea with Hazelnut and Cocoa Nibs - 100% Natural Dessert Tea - No Added Sugar (20 Pyramid Tea Bags).jpg,stalks-n-spice,Health Store,Specialty Tea's,CHAYAM
CHAYAM lavender Vanilla Black Tea- 100% Natural Dessert Tea,chayam-lavender-vanilla-black-tea--100%-natural-dessert-tea,Default,CHA198,"<p>An intriguingly smooth blend with hints of vanilla and lavender. A perfect night time cuppa, but good to sip at any time of the day. Mellow and sweet on the palette. A non-alcoholic cocktail helps combat fungus growth and treat skin blemishes and sleep. <br></p>",299,GST5,0,TRUE,CHAYAM Lavender Vanilla Black Tea- 100% Natural Dessert Tea - No Added Sugar (20 Pyramid Tea Bags).jpg,stalks-n-spice,Health Store,Specialty Tea's,CHAYAM
CHAYAM Mellow Hibiscus with Beetroot and Ginger,chayam-mellow-hibiscus-with-beetroot-and-ginger,Default,CHA199,"<p>A herbal infusion made from crimson petals of the hibiscus flower, in combination with beetroot and dried lemongrass. Rich in vitamin C, minerals, and antioxidants, this delicious tea is great for the immune system. Refreshingly mild, citrus linger gives you a refreshing cup with a rich fruity flavour. <br></p>",275,GST12,0,TRUE,CHAYAM Mellow Hibiscus with Beetroot and Ginger - 100% Natural Herbal Tea (20 Pyramid Tea Bags).jpg,stalks-n-spice,Health Store,Organic Foods,CHAYAM
CHAYAM Midnight Mint Black Tea with Chocolate and Peppermint,chayam-midnight-mint-black-tea-with-chocolate-and-peppermint,Default,CHA200,"<p>A refreshing minty blend that promotes restoration, relaxation, and calm. Crisp and rich amber cup, this exotic tea combines notes of fresh Peppermint with a smooth uplifting taste of black tea and richness of cocoa.  <br></p>",299,GST12,0,TRUE,CHAYAM Midnight Mint Black Tea with Chocolate and Peppermint - 100% Natural Dessert Tea - No Added Sugar (20 Pyramid Tea Bags).jpg,stalks-n-spice,Health Store,Specialty Tea's,CHAYAM
CHAYAM Moringa Tulsi Green Tea with Ginger,chayam-moringa-tulsi-green-tea-with-ginger,Default,CHA201,<p>A healthy brew that helps detox. This herbal tea blend is rich in nutrients and extremely low in fats and contains no harmful cholesterol. Tulsi is full of antioxidants and minerals. This tea is all about revitalizing your unquenchable thirst for a fine cup. Moringa Tulsi Tea renders a perfect balance of good health and taste.<br></p>,250,GST12,0,TRUE,CHAYAM Moringa Tulsi Green Tea with Ginger - 100% Natural Wellness Tea (20 Pyramid Tea Bags),stalks-n-spice,Health Store,Specialty Tea's,CHAYAM
CHAYAM Pure Darjeeling Black Tea,chayam-pure-darjeeling-black-tea,Default,CHA202,<p>Grown in the foothills of the Himalayas in Darjeeling this classic tea is known as the â€˜champagne of teasâ€™. This premium Darjeeling tea is best enjoyed without milk and sugar. This tea is full-bodied and mellow with a lingering flowery aftertaste.  <br></p>,275,GST5,0,TRUE,CHAYAM Pure Darjeeling Black Tea - Premium 100% Whole Leaf (20 Pyramid Tea Bags).jpg,stalks-n-spice,Health Store,Specialty Tea's,CHAYAM
CHAYAM Pure Himalayan Green Tea,chayam-pure-himalayan-green-tea,Default,CHA203,"<p>Characterised by its rich concentration of antioxidants and polyphenols, it is naturally low in caffeine highly beneficial for healthy living. It possesses many therapeutic values that increase body metabolism and improves weight loss. Its fragrance and delicate taste make it a delightful brew.<br></p>",255,GST12,0,TRUE,CHAYAM Pure Himalayan Green Tea - Premium 100% Whole Leaf (20 Pyramid Tea Bags).jpg,stalks-n-spice,Health Store,Specialty Tea's,CHAYAM
